#1/cm	sum, dif: SCP	 DCPI	 DCPII	 SCPc	 # Gain 9.4 e/ADc # Power at sample 313 mW # Cycles 20 # Total times [s] 470.689 470.689 470.689 470.689
2609.36	1.52961e+07	-643	0	0	0	0	0	0	
2607.54	1.53369e+07	1106	0	0	0	0	0	0	
2605.71	1.53657e+07	-762	0	0	0	0	0	0	
2603.88	1.53914e+07	792	0	0	0	0	0	0	
2602.06	1.5408e+07	2194	0	0	0	0	0	0	
2600.23	1.54337e+07	1204	0	0	0	0	0	0	
2598.4	1.54547e+07	-184	0	0	0	0	0	0	
2596.56	1.54709e+07	895	0	0	0	0	0	0	
2594.73	1.54754e+07	320	0	0	0	0	0	0	
2592.9	1.54981e+07	-518	0	0	0	0	0	0	
2591.06	1.55084e+07	-1165	0	0	0	0	0	0	
2589.22	1.55278e+07	1121	0	0	0	0	0	0	
2587.38	1.55424e+07	265	0	0	0	0	0	0	
2585.54	1.55568e+07	-456	0	0	0	0	0	0	
2583.7	1.55671e+07	526	0	0	0	0	0	0	
2581.86	1.55824e+07	-458	0	0	0	0	0	0	
2580.02	1.55988e+07	-681	0	0	0	0	0	0	
2578.17	1.56113e+07	70	0	0	0	0	0	0	
2576.33	1.5629e+07	-74	0	0	0	0	0	0	
2574.48	1.56457e+07	362	0	0	0	0	0	0	
2572.63	1.56583e+07	935	0	0	0	0	0	0	
2570.78	1.56741e+07	94	0	0	0	0	0	0	
2568.93	1.56905e+07	-530	0	0	0	0	0	0	
2567.07	1.57079e+07	1166	0	0	0	0	0	0	
2565.22	1.57199e+07	-604	0	0	0	0	0	0	
2563.36	1.57346e+07	-32	0	0	0	0	0	0	
2561.51	1.57509e+07	-384	0	0	0	0	0	0	
2559.65	1.57686e+07	1671	0	0	0	0	0	0	
2557.79	1.57785e+07	-1248	0	0	0	0	0	0	
2555.93	1.57976e+07	1287	0	0	0	0	0	0	
2554.07	1.58161e+07	-357	0	0	0	0	0	0	
2552.2	1.58371e+07	1713	0	0	0	0	0	0	
2550.34	1.58547e+07	960	0	0	0	0	0	0	
2548.47	1.58734e+07	266	0	0	0	0	0	0	
2546.61	1.58939e+07	-940	0	0	0	0	0	0	
2544.74	1.59145e+07	-48	0	0	0	0	0	0	
2542.87	1.59343e+07	2095	0	0	0	0	0	0	
2541	1.59629e+07	1127	0	0	0	0	0	0	
2539.13	1.59842e+07	-430	0	0	0	0	0	0	
2537.25	1.60072e+07	779	0	0	0	0	0	0	
2535.38	1.60286e+07	-1148	0	0	0	0	0	0	
2533.5	1.60544e+07	339	0	0	0	0	0	0	
2531.62	1.60803e+07	-771	0	0	0	0	0	0	
2529.74	1.61068e+07	1085	0	0	0	0	0	0	
2527.86	1.61291e+07	-785	0	0	0	0	0	0	
2525.98	1.61511e+07	-1859	0	0	0	0	0	0	
2524.1	1.61784e+07	322	0	0	0	0	0	0	
2522.22	1.62022e+07	1376	0	0	0	0	0	0	
2520.33	1.62279e+07	-871	0	0	0	0	0	0	
2518.44	1.62572e+07	560	0	0	0	0	0	0	
2516.56	1.628e+07	-631	0	0	0	0	0	0	
2514.67	1.63054e+07	1145	0	0	0	0	0	0	
2512.78	1.63312e+07	941	0	0	0	0	0	0	
2510.88	1.63575e+07	-149	0	0	0	0	0	0	
2508.99	1.63821e+07	-1068	0	0	0	0	0	0	
2507.1	1.64062e+07	-502	0	0	0	0	0	0	
2505.2	1.64309e+07	239	0	0	0	0	0	0	
2503.3	1.64561e+07	1007	0	0	0	0	0	0	
2501.41	1.64825e+07	855	0	0	0	0	0	0	
2499.51	1.65077e+07	-102	0	0	0	0	0	0	
2497.6	1.6528e+07	297	0	0	0	0	0	0	
2495.7	1.65519e+07	-935	0	0	0	0	0	0	
2493.8	1.65797e+07	839	0	0	0	0	0	0	
2491.89	1.66014e+07	879	0	0	0	0	0	0	
2489.99	1.66212e+07	-371	0	0	0	0	0	0	
2488.08	1.66472e+07	-1193	0	0	0	0	0	0	
2486.17	1.66721e+07	-841	0	0	0	0	0	0	
2484.26	1.66907e+07	1167	0	0	0	0	0	0	
2482.35	1.67139e+07	1914	0	0	0	0	0	0	
2480.44	1.67336e+07	-1350	0	0	0	0	0	0	
2478.52	1.67492e+07	-610	0	0	0	0	0	0	
2476.61	1.6771e+07	-2816	0	0	0	0	0	0	
2474.69	1.67916e+07	1582	0	0	0	0	0	0	
2472.77	1.68117e+07	683	0	0	0	0	0	0	
2470.85	1.68325e+07	-928	0	0	0	0	0	0	
2468.93	1.68516e+07	496	0	0	0	0	0	0	
2467.01	1.68658e+07	-337	0	0	0	0	0	0	
2465.09	1.68884e+07	-885	0	0	0	0	0	0	
2463.16	1.69101e+07	-1095	0	0	0	0	0	0	
2461.24	1.69313e+07	-358	0	0	0	0	0	0	
2459.31	1.69574e+07	846	0	0	0	0	0	0	
2457.38	1.69805e+07	489	0	0	0	0	0	0	
2455.45	1.7001e+07	92	0	0	0	0	0	0	
2453.52	1.70244e+07	10	0	0	0	0	0	0	
2451.59	1.70476e+07	795	0	0	0	0	0	0	
2449.65	1.70728e+07	-779	0	0	0	0	0	0	
2447.72	1.71012e+07	-1399	0	0	0	0	0	0	
